Query id=19335, Doc id=7162353, old score=0, new score=0, old rank=12, new rank=22
Query id=1129237, Doc id=8357114, old score=0, new score=0, old rank=63, new rank=76

Query id=1129237, Doc id=998747, old score=0, new score=0, old rank=72, new rank=41

Query id=1129237, Doc id=6257, old score=0, new score=0, old rank=89, new rank=99

Query id=1129237, Doc id=1770027, old score=0, new score=0, old rank=92, new rank=29

Query id=1133167, Doc id=8033646, old score=0, new score=0, old rank=12, new rank=22

Query id=1133167, Doc id=8160224, old score=0, new score=0, old rank=21, new rank=31

Query id=1133167, Doc id=8405623, old score=0, new score=0, old rank=35, new rank=43

Query id=1133167, Doc id=8704478, old score=0, new score=0, old rank=44, new rank=53

Query id=1133167, Doc id=633324, old score=0, new score=0, old rank=54, new rank=66

Query id=1133167, Doc id=6112586, old score=0, new score=0, old rank=63, new rank=16

Query id=1133167, Doc id=6252360, old score=0, new score=0, old rank=72, new rank=61

Query id=1133167, Doc id=3041636, old score=0, new score=0, old rank=89, new rank=96

Query id=1133167, Doc id=3136501, old score=0, new score=0, old rank=92, new rank=83

